,t,x,v,a,u,hilbert
0,0.0,-461.107421875,0.0,0.0,0.13390010595321655,512.5171346358733
1,0.0010002442002442003,-449.107421875,34000.0,0.0,0.13390010595321655,459.3359939945598
2,0.0020004884004884006,-415.107421875,34000.0,21999998.0,0.13390010595321655,455.95741851060495
3,0.0030007326007326007,-367.107421875,47999.99609375,13999998.0,0.13390010595321655,404.68990494809265
4,0.004000976800976801,-334.107421875,33000.0,-14999998.0,0.13390010595321655,395.6889990287853
5,0.005001221001221002,-299.107421875,35000.0,1999999.75,0.13390010595321655,357.4431222239126
6,0.006001465201465201,-289.107421875,10000.0,-24999998.0,0.13390010595321655,361.4839186836685
7,0.007001709401709402,-277.107421875,11999.9990234375,1999999.75,0.13390010595321655,350.8783479579147
8,0.008001953601953602,-289.107421875,-11999.9990234375,-23999998.0,0.13390010595321655,380.8655281582199
9,0.009002197802197803,-276.107421875,12999.9990234375,24999998.0,0.13390010595321655,404.76966928372144
10,0.010002442002442003,-246.107421875,29999.998046875,16999998.0,0.13390010595321655,417.405913481307
11,0.011002686202686204,-223.107421875,22999.998046875,-6999999.0,0.13390010595321655,442.4754503590277
12,0.012002930402930403,-161.107421875,61999.99609375,38999996.0,0.13390010595321655,460.5898746866931
13,0.013003174603174603,-103.107421875,57999.99609375,-3999999.5,0.13390010595321655,459.75113924272534
14,0.014003418803418804,-32.107421875,71000.0,12999999.0,0.13390010595321655,457.84577362344726
15,0.015003663003663004,8.892578125,41000.0,-29999996.0,0.13390010595321655,433.8519396377843
16,0.016003907203907205,44.892578125,36000.0,-4999999.5,0.13390010595321655,433.63041417087794
17,0.017004151404151405,67.892578125,22999.998046875,-12999999.0,0.13390010595321655,423.63520151992583
18,0.018004395604395606,98.892578125,30999.998046875,7999999.0,0.13390010595321655,429.599413358716
19,0.019004639804639806,99.892578125,999.9999389648438,-29999996.0,0.13390010595321655,415.5716164106933
20,0.020004884004884007,110.892578125,10999.9990234375,9999999.0,0.13390010595321655,457.0801989593406
21,0.021005128205128207,149.892578125,39000.0,27999996.0,0.13390010595321655,490.7292864723113
22,0.022005372405372408,206.892578125,56999.99609375,17999998.0,0.13390010595321655,534.9715121532475
23,0.02300561660561661,252.892578125,45999.99609375,-10999999.0,0.13390010595321655,546.2860478669343
24,0.024005860805860806,302.892578125,49999.99609375,3999999.5,0.13390010595321655,597.3719483896965
25,0.025006105006105006,386.892578125,83999.9921875,33999996.0,0.13390010595321655,632.6116990083825
26,0.026006349206349207,446.892578125,59999.99609375,-23999998.0,0.13390010595321655,660.2207917405667
27,0.027006593406593407,527.892578125,81000.0,20999998.0,0.13390010595321655,688.7898479746434
28,0.028006837606837608,568.892578125,41000.0,-39999996.0,0.13390010595321655,682.184315708538
29,0.029007081807081808,582.892578125,13999.9990234375,-26999996.0,0.13390010595321655,663.3766140520373
30,0.03000732600732601,587.892578125,5000.0,-8999999.0,0.13390010595321655,656.1956783807473
31,0.03100757020757021,612.892578125,24999.998046875,19999998.0,0.13390010595321655,659.5652416887332
32,0.03200781440781441,577.892578125,-35000.0,-59999992.0,0.13390010595321655,616.6611949230842
33,0.03300805860805861,592.892578125,14999.9990234375,49999996.0,0.13390010595321655,641.3532881638912
34,0.03400830280830281,625.892578125,33000.0,17999998.0,0.13390010595321655,667.1409663846108
35,0.03500854700854701,652.892578125,26999.998046875,-5999999.5,0.13390010595321655,696.9384704821514
36,0.03600879120879121,722.892578125,70000.0,42999996.0,0.13390010595321655,758.1113885534226
37,0.03700903540903541,759.892578125,37000.0,-32999996.0,0.13390010595321655,785.4169880379159
38,0.03800927960927961,841.892578125,82000.0,44999996.0,0.13390010595321655,859.4451105064181
39,0.03900952380952381,884.892578125,42999.99609375,-38999996.0,0.13390010595321655,887.1073421811433
40,0.040009768009768014,868.892578125,-15999.9990234375,-58999992.0,0.13390010595321655,869.0661380443902
41,0.041010012210012214,907.892578125,39000.0,54999992.0,0.13390010595321655,908.8530530827927
42,0.042010256410256415,881.892578125,-25999.998046875,-64999992.0,0.13390010595321655,890.5549462759734
43,0.043010500610500615,850.892578125,-30999.998046875,-4999999.5,0.13390010595321655,864.5821585981943
44,0.044010744810744816,832.892578125,-18000.0,12999999.0,0.13390010595321655,848.9499752082667
45,0.045010989010989017,846.892578125,13999.9990234375,31999996.0,0.13390010595321655,866.6370615964056
46,0.04601123321123322,818.892578125,-27999.998046875,-41999996.0,0.13390010595321655,843.8693826653862
47,0.04701147741147742,857.892578125,39000.0,66999992.0,0.13390010595321655,875.254376557917
48,0.04801172161172161,890.892578125,33000.0,-5999999.5,0.13390010595321655,921.5416520102915
49,0.04901196581196581,898.892578125,7999.99951171875,-24999998.0,0.13390010595321655,925.810119714685
50,0.05001221001221001,985.892578125,86999.9921875,78999992.0,0.13390010595321655,1025.5779479367727
51,0.05101245421245421,979.892578125,-5999.99951171875,-92999992.0,0.13390010595321655,1041.819212536415
52,0.05201269841269841,1021.892578125,41999.99609375,47999996.0,0.13390010595321655,1103.9093220183913
53,0.053012942612942614,984.892578125,-37000.0,-78999992.0,0.13390010595321655,1112.975224553571
54,0.054013186813186814,959.892578125,-24999.998046875,11999999.0,0.13390010595321655,1102.813354265823
55,0.055013431013431015,946.892578125,-12999.9990234375,11999999.0,0.13390010595321655,1125.3181003098996
56,0.056013675213675215,890.892578125,-55999.99609375,-42999996.0,0.13390010595321655,1096.3762234247256
57,0.057013919413919416,879.892578125,-10999.9990234375,44999996.0,0.13390010595321655,1080.8928282150869
58,0.058014163614163616,894.892578125,14999.9990234375,25999998.0,0.13390010595321655,1116.0983659876035
59,0.05901440781440782,864.892578125,-29999.998046875,-44999996.0,0.13390010595321655,1101.3379704134027
60,0.06001465201465202,901.892578125,37000.0,66999992.0,0.13390010595321655,1136.959415318773
61,0.06101489621489622,900.892578125,-999.9999389648438,-37999996.0,0.13390010595321655,1167.5976600251279
62,0.06201514041514042,931.892578125,30999.998046875,31999996.0,0.13390010595321655,1210.832711271483
63,0.06301538461538463,921.892578125,-10000.0,-40999996.0,0.13390010595321655,1256.3684250836109
64,0.06401562881562882,929.892578125,7999.99951171875,17999998.0,0.05162988230586052,1279.9406646163163
65,0.06501587301587301,928.892578125,-999.9999389648438,-8999999.0,0.05162988230586052,1357.25830793385
66,0.06601611721611722,861.892578125,-67000.0,-65999992.0,0.05162988230586052,1345.836795453622
67,0.06701636141636141,836.892578125,-24999.998046875,41999996.0,0.05162988230586052,1362.915187087859
68,0.06801660561660562,794.892578125,-41999.99609375,-16999998.0,0.05162988230586052,1354.2444881137567
69,0.06901684981684982,785.892578125,-9000.0,32999996.0,0.05162988230586052,1381.3182270672457
70,0.07001709401709402,735.892578125,-49999.99609375,-40999996.0,0.05162988230586052,1370.6496006566617
71,0.07101733821733822,750.892578125,14999.9990234375,64999992.0,0.05162988230586052,1384.8576981064598
72,0.07201758241758242,736.892578125,-13999.9990234375,-28999996.0,0.05162988230586052,1427.814618840698
73,0.07301782661782662,724.892578125,-11999.9990234375,1999999.75,0.05162988230586052,1436.6321660212236
74,0.07401807081807082,735.892578125,10999.9990234375,22999998.0,0.05162988230586052,1497.3842271157894
75,0.07501831501831502,699.892578125,-36000.0,-46999996.0,0.05162988230586052,1527.7492975024172
76,0.07601855921855923,703.892578125,3999.999755859375,39999996.0,0.05162988230586052,1571.2039731947816
77,0.07701880341880342,673.892578125,-29999.998046875,-33999996.0,0.05162988230586052,1645.8849744087697
78,0.07801904761904763,609.892578125,-63999.99609375,-33999996.0,0.05162988230586052,1680.6590827050122
79,0.07901929181929182,534.892578125,-75000.0,-10999999.0,0.05162988230586052,1702.5111680378907
80,0.08001953601953603,476.892578125,-57999.99609375,16999998.0,0.05162988230586052,1691.508865859292
81,0.08101978021978022,444.892578125,-31999.998046875,25999998.0,0.05162988230586052,1717.950479242933
82,0.08202002442002443,389.892578125,-54999.99609375,-22999998.0,0.05162988230586052,1723.3522389761915
83,0.08302026862026862,370.892578125,-19000.0,35999996.0,0.05162988230586052,1733.419535416317
84,0.08402051282051283,360.892578125,-10000.0,8999999.0,0.05162988230586052,1768.9441400530832
85,0.08502075702075702,339.892578125,-20999.998046875,-10999999.0,0.05162988230586052,1829.3282830272678
86,0.08602100122100123,307.892578125,-31999.998046875,-10999999.0,0.05162988230586052,1880.3616147219095
87,0.08702124542124542,274.892578125,-33000.0,-999999.875,0.05162988230586052,1973.6644713501098
88,0.08802148962148963,176.892578125,-97999.9921875,-64999992.0,0.05162988230586052,2043.7271423431444
89,0.08902173382173383,99.892578125,-77000.0,20999998.0,0.05162988230586052,2098.4010192073742
90,0.09002197802197803,-6.107421875,-105999.9921875,-28999996.0,0.05162988230586052,2164.4295781880733
91,0.09102222222222223,-119.107421875,-112999.9921875,-6999999.0,0.05162988230586052,2220.1833873248424
92,0.09202246642246643,-271.107421875,-152000.0,-38999996.0,0.05162988230586052,2258.004320943823
93,0.09302271062271063,-379.107421875,-107999.9921875,43999996.0,0.05162988230586052,2239.2124247987927
94,0.09402295482295484,-457.107421875,-78000.0,29999996.0,0.05162988230586052,2249.561905981766
95,0.09502319902319903,-538.107421875,-81000.0,-2999999.75,0.05162988230586052,2264.085362784882
96,0.09602344322344322,-614.107421875,-76000.0,4999999.5,0.05162988230586052,2286.7041461466083
97,0.09702368742368743,-687.107421875,-73000.0,2999999.75,0.05162988230586052,2324.197061803314
98,0.09802393162393162,-790.107421875,-102999.9921875,-29999996.0,0.05162988230586052,2379.9191499491785
99,0.09902417582417583,-884.107421875,-93999.9921875,8999999.0,0.05162988230586052,2421.701264556429
100,0.10002442002442002,-1010.107421875,-125999.9921875,-31999996.0,0.05162988230586052,2506.2469575712425
101,0.10102466422466423,-1167.107421875,-157000.0,-30999996.0,0.05162988230586052,2563.916342094095
102,0.10202490842490843,-1318.107421875,-151000.0,5999999.5,0.05162988230586052,2618.167930009191
103,0.10302515262515263,-1482.107421875,-164000.0,-12999999.0,0.05162988230586052,2650.3009726810606
104,0.10402539682539683,-1611.107421875,-128999.9921875,34999996.0,0.05162988230586052,2662.3614866732532
105,0.10502564102564103,-1754.107421875,-143000.0,-13999998.0,0.05162988230586052,2678.709260796197
106,0.10602588522588523,-1848.107421875,-93999.9921875,48999996.0,0.05162988230586052,2643.6861719065205
107,0.10702612942612943,-1911.107421875,-62999.99609375,30999996.0,0.05162988230586052,2622.2573521196673
108,0.10802637362637363,-1989.107421875,-78000.0,-14999998.0,0.05162988230586052,2612.2122470802083
109,0.10902661782661784,-2029.107421875,-40000.0,37999996.0,0.05162988230586052,2583.06204649737
110,0.11002686202686203,-2096.107421875,-67000.0,-26999996.0,0.05162988230586052,2597.984854041225
111,0.11102710622710624,-2163.107421875,-67000.0,0.0,0.05162988230586052,2600.8512146721578
112,0.11202735042735043,-2231.107421875,-68000.0,-999999.875,0.05162988230586052,2620.901420271201
113,0.11302759462759464,-2320.107421875,-88999.9921875,-20999998.0,0.05162988230586052,2651.481281638304
114,0.11402783882783883,-2406.107421875,-85999.9921875,2999999.75,0.05162988230586052,2681.429696537016
115,0.11502808302808304,-2499.107421875,-92999.9921875,-6999999.0,0.05162988230586052,2712.729284530924
116,0.11602832722832723,-2576.107421875,-77000.0,15999998.0,0.05162988230586052,2729.632592715359
117,0.11702857142857144,-2619.107421875,-42999.99609375,33999996.0,0.05162988230586052,2717.5365217803733
118,0.11802881562881563,-2634.107421875,-14999.9990234375,27999996.0,0.05162988230586052,2694.7940582538668
119,0.11902905982905984,-2645.107421875,-10999.9990234375,3999999.5,0.05162988230586052,2674.7520357646213
120,0.12002930402930403,-2616.107421875,28999.998046875,39999996.0,0.05162988230586052,2626.891473710637
121,0.12102954822954824,-2580.107421875,36000.0,6999999.0,0.05162988230586052,2581.8565100217784
122,0.12202979242979244,-2539.107421875,41000.0,4999999.5,0.05162988230586052,2539.231038257634
123,0.12303003663003664,-2503.107421875,36000.0,-4999999.5,0.05162988230586052,2507.8729488349604
124,0.12403028083028084,-2446.107421875,56999.99609375,20999998.0,0.05162988230586052,2459.2273834090747
125,0.12503052503052503,-2432.107421875,13999.9990234375,-42999996.0,0.05162988230586052,2457.7791846396267
